25 1.8389267e-05
75 7.4183976e-05
125 0.00014627826
175 0.000228821
225 0.00035524721
275 0.00053287082
325 0.00075228821
375 0.00098946797
425 0.0012642621
475 0.0015463702
525 0.0017448907
575 0.0017762361
625 0.0016613031
675 0.0015045764
725 0.001285159
775 0.001022903
825 0.00076587119
875 0.00056108162
925 0.0004064446
975 0.00031554311
1025 0.00024658336
1075 0.00020061019
1125 0.00016613031
1175 0.00014314373
1225 0.00012433652
1275 0.00011075354
1325 9.6439169e-05
1375 9.0065616e-05
1425 8.128892e-05
1475 7.5751243e-05
1525 6.6034187e-05
1575 6.2899653e-05
1625 5.6108162e-05
1675 5.3078113e-05
1725 4.8898734e-05
1775 4.6391106e-05
1825 4.461487e-05
1875 4.2316212e-05
1925 3.8554771e-05
1975 3.8032348e-05
2025 3.4688845e-05
2075 3.270364e-05
2125 3.3957454e-05
2175 3.0509466e-05
2225 2.8524261e-05
2275 2.6434572e-05
2325 2.5703181e-05
2375 2.5076274e-05
2425 2.4449367e-05
2475 2.4344882e-05
2525 2.1105864e-05
2575 2.1210348e-05
2625 2.1732771e-05
2675 2.1941739e-05
2725 2.0061019e-05
2775 1.9329628e-05
2825 1.8075814e-05
2875 1.7971329e-05
2925 1.7448907e-05
2975 1.7866845e-05
3025 1.8493752e-05
3075 1.7448907e-05
3125 1.7135454e-05
3175 1.5150249e-05
3225 1.5777156e-05
3275 1.5986124e-05
3325 1.6404062e-05
3375 1.4836795e-05
3425 1.494128e-05
3475 1.4314373e-05
3525 1.5254733e-05
3575 1.4209888e-05
3625 1.3791951e-05
3675 1.4105404e-05
3725 1.3582982e-05
3775 1.3060559e-05
3825 1.3582982e-05
3875 1.3269528e-05
3925 1.2538137e-05
3975 1.2747106e-05
4025 1.2120199e-05
4075 1.2329168e-05
4125 1.1806746e-05
4175 1.1493292e-05
4225 1.1179839e-05
4275 1.1388808e-05
4325 1.0761901e-05
4375 1.0761901e-05
4425 1.0343963e-05
4475 9.7692983e-06
4525 1.0239478e-05
4575 9.4871902e-06
4625 9.4976387e-06
4675 9.3827057e-06
4725 8.7453504e-06
4775 8.4736908e-06
4825 7.8885778e-06
4875 8.8393865e-06
4925 7.8990262e-06
4975 7.7840933e-06
5025 7.3766038e-06
5075 7.240774e-06
5125 7.449743e-06
5175 7.2303256e-06
5225 6.3840013e-06
5275 6.25862e-06
5325 5.9974088e-06
5375 6.0914448e-06
5425 5.4331926e-06
5475 5.4331926e-06
5525 5.349605e-06
5575 5.464538e-06
5625 4.8794249e-06
5675 4.5346262e-06
5725 4.6600075e-06
5775 4.2525181e-06
5825 4.6391106e-06
5875 3.9808584e-06
5925 4.2629665e-06
5975 4.0122038e-06
6025 4.064446e-06
6075 3.8241317e-06
6125 3.573369e-06
6175 3.9077193e-06
6225 3.5211268e-06
6275 3.3748485e-06
6325 3.4479876e-06
6375 3.1031889e-06
6425 3.0718435e-06
6475 3.4688845e-06
6525 2.9255653e-06
6575 2.7688386e-06
6625 2.779287e-06
6675 2.8001839e-06
6725 2.4971789e-06
6775 2.6121118e-06
6825 2.8628746e-06
6875 2.3300038e-06
6925 2.382246e-06
6975 2.7479417e-06
7025 2.6121118e-06
7075 2.1941739e-06
7125 2.1941739e-06
7175 1.9434112e-06
7225 2.1001379e-06
7275 1.9329628e-06
7325 2.0896895e-06
7375 1.8389267e-06
7425 1.8493752e-06
7475 1.7866845e-06
7525 1.7448907e-06
7575 1.7553392e-06
7625 1.5672671e-06
7675 1.7657876e-06
7725 1.6195093e-06
7775 1.5045764e-06
7825 1.3582982e-06
7875 1.3896435e-06
7925 1.4105404e-06
7975 1.3374013e-06
8025 1.3687466e-06
8075 1.4627826e-06
8125 1.4418857e-06
8175 1.2747106e-06
8225 1.2747106e-06
8275 1.3478497e-06
8325 1.5045764e-06
8375 1.1179839e-06
8425 1.0761901e-06
8475 1.0552932e-06
8525 1.1284323e-06
8575 1.0761901e-06
8625 1.0281272e-06
8675 9.7379529e-07
8725 9.0797008e-07
8775 9.131943e-07
8825 8.7140051e-07
8875 8.2960672e-07
8925 9.4767418e-07
8975 8.5886237e-07
9025 7.9617169e-07
9075 7.7631964e-07
9125 8.3796548e-07
9175 7.1258411e-07
9225 8.0244076e-07
9275 7.4288461e-07
9325 7.3243616e-07
9375 7.6169181e-07
9425 6.3317591e-07
9475 6.8646299e-07
9525 6.9482175e-07
9575 6.6034187e-07
9625 6.8123877e-07
9675 5.955615e-07
9725 5.161533e-07
9775 5.7048523e-07
9825 5.6003678e-07
9875 5.0779454e-07
9925 5.4331926e-07
9975 5.6735069e-07
10025 3.876374e-07
